ID_Tiempo_Costo,ID_Ruta,Tiempo_Transporte (hrs),Costo_Total ($),Fecha_Transporte
TC2036,R140,8.92,135,2021-12-04
TC2037,R373,9.57,277,2016/01/26
TC2038,R209,4.74,96,2022-11-07
TC2039,R276,9.83,437,2017-11-13
TC2040,R494,8.84,360,2020-01-25
TC2041,R150,1.65,379,2022-10-11
TC2042,R091,9.75,452,2018-02-08
TC2043,R094,5.81,357,2020-04-12
TC2044,R469,4.64,269,2024-02-02
TC2045,R083,1.39,211,2016/03/26
TC2046,R051,2.21,122,2021-02-23
TC2047,R470,2.76,59,2019-06-21
TC2048,R354,5.6,65,2019-04-29
TC2049,R425,7.78,139,2023-12-19
TC2050,R022,7.18,286,2018-03-18
TC2051,R171,6.57,466,2019-06-13
TC2052,R434,6.44,91,2023-01-03
TC2053,R243,7.68,233,2023-06-07
TC2054,R473,7.92,65,2020-02-22
TC2055,R166,8.86,93,2016/02/20
TC2056,R228,6.1,264,2024-03-01
TC2057,R309,6.57,61,2020-01-18
TC2058,R294,8.36,434,2023-12-31
TC2059,R279,3.51,343,2022-10-18
TC2060,R069,6.09,348,2020-08-13
TC2061,R093,8.52,270,2021-12-30
TC2062,R024,9.31,334,2024-05-09
TC2063,R227,4.2,389,2020-03-10
TC2064,R123,5.13,305,2020-03-18
TC2065,R005,9.95,308,2018-12-25
TC2066,R004,9.38,469,2024-04-19
TC2067,R109,7.84,356,2018-07-03
TC2068,R103,6.14,70,2021-03-19
TC2069,R100,9.67,254,2020-04-03
TC2070,R179,2.42,497,2024-09-18
TC2071,R361,1.8,262,2020-09-09
TC2072,R236,4.79,383,2023-07-17
TC2073,R015,2.68,338,2016/12/10
TC2074,R468,2.96,383,2016/08/15
TC2075,R362,9.65,92,2021-06-29
TC2076,R346,8.84,458,2022-07-29
TC2077,R070,7.56,174,2021-05-11
TC2078,R395,7.71,441,2017-04-17
TC2079,R259,8.82,55,2018-09-28
TC2080,R332,5.29,309,2018-09-13
TC2081,R396,4.35,50,2020-09-19
TC2082,R141,8.8,431,2017-09-26
TC2083,R083,3.9,156,2017-08-14
TC2084,R378,5.95,156,2022-05-17
TC2085,R203,6.83,315,2024-12-30
TC2086,R188,9.42,299,2016/05/08
TC2087,R481,9.84,498,2022-04-04
TC2088,R394,5.36,74,2022-09-09
TC2089,R175,4.82,103,2020-09-28
TC2090,R077,1.0,136,2024-04-19
TC2091,R348,2.59,258,2016/01/24
TC2092,R257,8.1,132,2017-09-19
TC2093,R158,9.38,472,2016/03/01
TC2094,R013,1.03,411,2024-01-09
TC2095,R100,4.75,66,2019-06-21
TC2096,R387,9.43,313,2018-02-01
TC2097,R483,2.3,268,2024-12-18
TC2098,R136,3.91,162,2017-09-13
TC2099,R214,3.58,423,2020-11-01
TC2100,R209,2.95,265,2020-11-30
TC2101,R115,2.68,322,2019-01-14
TC2102,R081,1.55,227,2017-01-17
TC2103,R092,6.58,414,2016/02/10
TC2104,R014,2.03,224,2023-05-28
TC2105,R423,8.88,169,2021-05-28
TC2106,R175,9.12,484,2018-09-21
TC2107,R394,6.37,500,2017-04-22
TC2108,R365,7.05,483,2020-02-26
TC2109,R207,9.08,105,2023-07-15
TC2110,R412,2.64,411,2020-10-16
TC2111,R397,4.11,439,2016/09/29
TC2112,R322,2.55,309,2017-06-19
TC2113,R500,8.47,261,2017-06-10
TC2114,R390,9.74,388,2022-08-15
TC2115,R224,7.44,451,2020-09-18
TC2116,R460,3.97,444,2024-08-12
TC2117,R401,2.0,147,2020-09-30
TC2118,R271,7.54,81,2018-06-22
TC2119,R416,7.94,95,2017-10-14
TC2120,R193,4.15,106,2024-08-07
TC2121,R332,8.7,133,2017-08-16
TC2122,R159,1.22,75,2023-03-12
TC2123,R142,2.62,421,2023-01-29
TC2124,R081,4.44,233,2021-08-06
TC2125,R321,8.37,308,2016/08/06
TC2126,R266,5.43,385,2023-11-27
TC2127,R101,6.08,363,2020-12-05
TC2128,R113,5.75,392,2023-08-28
TC2129,R023,3.78,500,2019-08-31
TC2130,R017,8.59,475,2018-07-28
TC2131,R268,9.46,217,2017-06-18
TC2132,R163,1.02,393,2020-10-22
TC2133,R282,3.55,352,2019-12-07
TC2134,R290,7.64,296,2021-01-04
TC2135,R065,4.97,356,2019-12-12
TC2136,R111,8.88,329,2023-02-05
TC2137,R234,9.39,116,2018-10-07
TC2138,R229,4.06,292,2017-02-16
TC2139,R005,2.22,256,2018-02-20
TC2140,R371,7.1,457,2024-10-14
TC2141,R111,5.81,224,2023-04-13
TC2142,R224,5.46,291,2018-07-29
TC2143,R343,7.35,365,2024-01-21
TC2144,R474,9.13,334,2019-02-26
TC2145,R240,3.15,301,2017-06-25
TC2146,R040,2.87,438,2019-03-25
TC2147,R016,5.82,375,2019-07-10
TC2148,R247,1.02,86,2020-07-26
TC2149,R494,6.44,211,2022-06-14
TC2150,R040,7.98,254,2019-09-14
TC2151,R229,6.81,243,2018-12-19
TC2152,R198,4.12,280,2018-12-16
TC2153,R437,1.02,463,2019-10-03
TC2154,R283,9.26,424,2016/03/02
TC2155,R153,1.06,193,2018-11-28
TC2156,R114,4.06,385,2024-11-08
TC2157,R363,1.82,222,2017-05-02
TC2158,R387,5.64,139,2017-12-30
TC2159,R007,2.45,176,2016/08/12
TC2160,R204,2.72,168,2019-04-16
TC2161,R169,9.91,106,2016/09/15
TC2162,R023,2.82,146,2021-04-20
TC2163,R016,9.74,129,2021-10-01
TC2164,R291,5.21,275,2019-05-22
TC2165,R372,9.28,116,2020-03-19
TC2166,R477,3.13,259,2016/11/23
TC2167,R216,3.75,336,2018-04-14
TC2168,R074,3.38,488,2022-03-06
TC2169,R438,6.84,284,2021-02-25
TC2170,R414,6.84,52,2016/10/12
TC2171,R266,1.05,134,2019-07-30
TC2172,R434,1.23,487,2023-06-10
TC2173,R068,3.91,212,2018-06-20
TC2174,R058,6.43,452,2017-11-12
TC2175,R172,5.74,356,2022-08-20
TC2176,R254,2.94,343,2020-08-10
TC2177,R287,6.21,341,2023-05-17
TC2178,R376,7.92,110,2023-03-31
TC2179,R325,1.89,435,2017-03-06
TC2180,R004,7.26,417,2020-01-22
TC2181,R030,5.28,386,2018-08-17
TC2182,R266,4.08,220,2023-10-03
TC2183,R178,2.47,352,2020-07-02
TC2184,R393,8.96,255,2021-11-14
TC2185,R077,6.24,439,2022-11-11
TC2186,R035,5.32,201,2023-11-02
TC2187,R157,3.49,446,2018-04-08
TC2188,R172,2.81,406,2024-10-22
TC2189,R289,8.35,399,2023-05-03
TC2190,R008,8.57,96,2022-05-16
TC2191,R236,2.18,386,2016/12/30
TC2192,R291,6.56,337,2017-09-07
TC2193,R157,5.76,343,2018-09-10
TC2194,R050,2.58,180,2023-07-26
TC2195,R348,6.74,251,2016/08/13
TC2196,R226,1.67,245,2024-06-16
TC2197,R106,5.58,436,2024-01-16
TC2198,R155,2.93,236,2017-04-06
TC2199,R445,9.1,316,2024-01-20
TC2200,R246,3.68,118,2020-12-30
TC2201,R337,8.03,388,2016/06/05
TC2202,R442,1.58,212,2020-11-11
TC2203,R302,4.1,409,2021-11-25
TC2204,R291,6.97,170,2023-11-05
TC2205,R344,3.31,399,2023-04-26
TC2206,R026,6.49,401,2016/01/06
TC2207,R257,8.85,388,2019-06-01
TC2208,R073,8.75,390,2024-06-06
TC2209,R127,5.07,395,2022-04-22
TC2210,R175,6.0,487,2023-11-09
TC2211,R349,6.98,148,2021-04-07
TC2212,R443,9.21,144,2016/06/15
TC2213,R139,6.46,445,2016/10/04
TC2214,R421,7.72,75,2022-11-03
TC2215,R155,8.54,74,2017-12-25
TC2216,R330,8.04,224,2016/03/23
TC2217,R113,6.14,87,2016/06/23
TC2218,R450,3.68,393,2022-10-07
TC2219,R030,5.92,468,2020-06-19
TC2220,R268,8.75,370,2025-01-02
TC2221,R278,5.44,406,2021-01-06
TC2222,R404,9.6,236,2021-10-17
TC2223,R363,4.7,190,2016/10/13
TC2224,R018,4.06,126,2020-06-17
TC2225,R361,6.07,309,2023-02-19
TC2226,R174,6.7,358,2023-09-22
TC2227,R245,6.58,75,2024-03-22
TC2228,R026,1.34,98,2021-03-07
TC2229,R440,2.43,298,2023-04-29
TC2230,R065,3.43,285,2018-12-22
TC2231,R087,9.97,311,2019-08-04
TC2232,R081,2.76,261,2020-07-07
TC2233,R222,9.77,491,2019-12-25
TC2234,R225,8.55,262,2019-07-30
TC2235,R144,1.58,218,2021-01-22
TC2236,R347,4.56,310,2020-07-23
TC2237,R184,6.51,427,2019-05-23
TC2238,R295,3.68,271,2019-05-16
TC2239,R002,2.45,304,2018-09-18
TC2240,R323,6.07,452,2020-04-06
TC2241,R236,3.11,309,2022-11-25
TC2242,R465,6.7,161,2016/12/27
TC2243,R442,8.98,257,2018-11-24
TC2244,R457,4.38,195,2018-01-23
TC2245,R032,5.78,334,2017-11-13
TC2246,R281,6.56,490,2019-09-12
TC2247,R176,4.99,98,2016/10/14
TC2248,R106,3.64,230,2024-05-12
TC2249,R405,3.67,256,2024-02-21
TC2250,R449,1.23,394,2018-05-19
TC2251,R370,9.59,285,2020-01-28
TC2252,R347,1.56,79,2022-08-01
TC2253,R191,3.73,273,2022-12-14
TC2254,R179,6.79,127,2020-09-15
TC2255,R167,2.82,201,2018-05-26
TC2256,R483,3.78,146,2023-08-22
TC2257,R172,1.6,465,2019-03-07
TC2258,R046,1.54,351,2016/12/07
TC2259,R181,4.14,254,2016/06/08
TC2260,R402,7.41,195,2021-03-21
TC2261,R352,9.37,334,2020-09-04
TC2262,R308,3.37,84,2024-04-19
TC2263,R152,2.95,185,2021-12-28
TC2264,R458,2.71,285,2020-06-11
TC2265,R241,4.27,61,2019-09-28
TC2266,R341,5.8,335,2016/12/22
TC2267,R114,9.01,203,2022-09-05
TC2268,R115,2.74,242,2024-08-21
TC2269,R314,7.01,264,2024-11-23
TC2270,R437,7.27,441,2024-09-23
TC2271,R398,6.62,337,2022-10-31
TC2272,R126,9.29,341,2016/01/24
TC2273,R248,5.63,169,2024-05-07
TC2274,R434,6.55,178,2016/05/22
TC2275,R394,8.24,132,2020-12-26
TC2276,R261,6.36,426,2023-03-25
TC2277,R082,6.35,272,2023-06-14
TC2278,R378,3.78,148,2024-08-15
TC2279,R436,2.09,337,2018-08-21
TC2280,R430,9.15,292,2016/02/23
TC2281,R093,2.32,276,2019-11-27
TC2282,R432,6.01,276,2019-08-22
TC2283,R296,6.2,73,2018-12-05
TC2284,R377,2.9,380,2024-03-09
TC2285,R039,4.26,214,2020-12-25
TC2286,R100,4.96,392,2022-02-07
TC2287,R314,5.11,307,2022-10-28
TC2288,R137,2.11,296,2022-09-05
TC2289,R390,4.88,56,2021-10-30
TC2290,R418,1.86,461,2022-04-03
TC2291,R286,7.45,367,2022-08-09
TC2292,R356,5.1,225,2024-07-30
TC2293,R127,5.66,233,2020-10-31
TC2294,R084,9.79,200,2024-03-04
TC2295,R298,7.88,172,2022-03-06
TC2296,R132,3.34,413,2024-11-16
TC2297,R451,6.37,320,2021-09-04
TC2298,R218,5.29,440,2017-09-13
TC2299,R404,6.62,450,2023-11-13
TC2300,R222,3.99,194,2016/11/30
TC2301,R167,8.03,137,2016/09/25
TC2302,R379,4.75,121,2021-04-14
TC2303,R445,4.46,80,2022-01-18
TC2304,R361,6.53,408,2023-06-06
TC2305,R238,6.29,369,2024-01-15
TC2306,R038,5.5,478,2019-07-28
TC2307,R169,9.72,108,2024-02-06
TC2308,R339,3.98,158,2023-09-14
TC2309,R160,2.21,279,2022-10-31
TC2310,R204,2.86,356,2021-05-20
TC2311,R487,5.87,440,2023-10-29
TC2312,R156,2.04,82,2020-03-27
TC2313,R202,8.31,93,2016/07/16
TC2314,R034,3.82,400,2024-08-21
TC2315,R237,9.5,275,2023-01-27
TC2316,R240,8.14,476,2018-06-24
TC2317,R450,8.19,378,2022-05-13
TC2318,R021,1.85,397,2019-07-03
TC2319,R195,5.58,213,2022-06-18
TC2320,R374,2.84,465,2024-04-17
TC2321,R428,6.3,141,2019-03-29
TC2322,R325,4.7,163,2021-07-04
TC2323,R247,2.97,242,2017-02-26
TC2324,R042,6.55,403,2017-02-23
TC2325,R322,6.22,394,2024-09-01
TC2326,R450,8.62,329,2016/07/27
TC2327,R411,6.22,448,2016/08/17
TC2328,R422,6.84,295,2020-03-07
TC2329,R231,7.84,500,2019-12-10
TC2330,R058,8.9,414,2023-07-30
TC2331,R169,4.45,195,2021-04-07
TC2332,R015,2.04,414,2022-07-22
TC2333,R390,3.96,428,2019-11-06
TC2334,R031,8.86,434,2017-09-04
TC2335,R214,9.3,270,2019-03-29
TC2336,R090,2.47,322,2016/02/25
TC2337,R098,2.5,157,2019-05-22
TC2338,R357,8.14,434,2022-05-25
TC2339,R075,8.98,411,2019-08-26
TC2340,R124,8.11,416,2019-09-21
TC2341,R046,1.07,367,2017-10-30
TC2342,R037,5.89,458,2024-12-15
TC2343,R048,6.64,491,2017-03-27
TC2344,R323,9.81,360,2024-02-05
TC2345,R450,8.69,166,2023-02-03
TC2346,R220,9.17,272,2021-07-27
TC2347,R321,4.33,356,2019-01-18
TC2348,R311,8.99,70,2024-12-09
TC2349,R019,5.8,168,2021-10-14
TC2350,R089,8.73,87,2018-07-21
TC2351,R127,9.08,50,2016/11/19
TC2352,R230,5.39,414,2024-08-11
TC2353,R120,7.03,139,2019-07-16
TC2354,R092,2.1,284,2019-01-10
TC2355,R145,7.08,413,2024-01-20
TC2356,R386,8.99,374,2016/12/12
TC2357,R080,7.35,462,2017-08-19
TC2358,R236,8.49,455,2017-05-02
TC2359,R471,4.11,108,2016/06/03
TC2360,R054,3.05,191,2020-11-10
TC2361,R388,2.72,66,2017-06-10
TC2362,R426,9.12,428,2022-05-22
TC2363,R160,5.91,341,2016/10/28
TC2364,R198,2.44,121,2022-04-25
TC2365,R309,4.06,250,2020-11-29
TC2366,R325,8.67,144,2016/10/01
TC2367,R290,6.26,356,2018-06-08
TC2368,R255,2.23,158,2022-10-05
TC2369,R102,9.86,261,2024-02-10
TC2370,R394,8.38,414,2025-01-02
TC2371,R238,2.24,134,2022-12-16
TC2372,R164,2.71,272,2024-03-10
TC2373,R128,1.5,403,2019-08-09
TC2374,R276,9.09,69,2020-08-12
TC2375,R207,2.81,274,2016/05/24
TC2376,R279,4.93,70,2016/11/12
TC2377,R139,3.94,211,2018-03-21
TC2378,R056,6.86,252,2023-01-16
TC2379,R496,4.6,216,2017-05-14
TC2380,R429,5.99,120,2016/12/21
TC2381,R067,9.24,299,2016/08/18
TC2382,R237,6.94,255,2016/04/07
TC2383,R068,9.98,95,2021-07-05
TC2384,R083,7.17,210,2022-09-26
TC2385,R497,1.26,187,2016/07/18
TC2386,R342,2.95,289,2024-04-24
TC2387,R012,9.79,302,2021-01-25
TC2388,R178,6.0,372,2017-02-25
TC2389,R317,8.17,78,2022-11-12
TC2390,R332,8.96,81,2016/04/29
TC2391,R433,5.37,109,2023-04-28
TC2392,R437,6.6,391,2019-11-02
TC2393,R367,9.29,474,2021-06-06
TC2394,R300,6.6,129,2018-06-29
TC2395,R134,6.93,233,2022-02-06
TC2396,R047,9.42,255,2021-12-16
TC2397,R134,5.63,186,2016/09/12
TC2398,R370,8.13,396,2017-06-08
TC2399,R098,9.08,247,2021-03-16
TC2400,R475,2.92,325,2018-11-22
TC2401,R277,9.87,138,2019-11-21
TC2402,R430,4.08,487,2019-12-17
TC2403,R203,3.84,148,2016/01/09
TC2404,R158,3.15,474,2021-07-02
TC2405,R405,7.31,482,2018-06-21
TC2406,R381,1.81,439,2022-12-06
TC2407,R263,8.77,104,2024-10-06
TC2408,R222,7.54,322,2023-08-12
TC2409,R456,7.95,149,2017-08-28
TC2410,R299,2.09,236,2018-03-29
TC2411,R020,8.33,378,2022-04-14
TC2412,R326,6.47,347,2017-02-06
TC2413,R284,2.49,173,2017-04-06
TC2414,R170,4.37,56,2024-06-19
TC2415,R435,9.16,485,2019-10-15
TC2416,R227,8.86,476,2021-11-16
TC2417,R435,7.33,142,2021-11-22
TC2418,R237,3.06,262,2022-04-21
TC2419,R215,5.96,462,2019-09-30
TC2420,R006,9.23,477,2018-12-30
TC2421,R370,9.23,447,2020-01-02
TC2422,R148,6.64,222,2024-06-01
TC2423,R378,2.66,51,2019-09-15
TC2424,R086,7.49,332,2024-10-28
TC2425,R362,1.65,99,2020-07-25
TC2426,R154,8.31,309,2021-02-19
TC2427,R376,2.86,343,2017-02-28
TC2428,R437,4.29,216,2017-09-16
TC2429,R431,2.78,319,2021-04-14
TC2430,R217,4.47,215,2016/09/13
TC2431,R375,8.25,285,2022-11-07
TC2432,R143,7.47,387,2022-01-26
TC2433,R110,5.96,362,2018-01-01
TC2434,R370,4.35,141,2021-05-27
TC2435,R073,8.47,499,2020-08-18
TC2436,R040,3.0,339,2019-07-19
TC2437,R309,5.08,287,2017-12-20
TC2438,R077,1.01,461,2019-05-21
TC2439,R028,9.74,267,2021-09-16
TC2440,R239,4.87,264,2023-10-04
TC2441,R175,1.8,238,2017-07-01
TC2442,R294,5.26,74,2019-05-19
TC2443,R403,8.22,296,2024-11-20
TC2444,R258,6.67,388,2019-05-03
TC2445,R288,8.75,436,2021-03-28
TC2446,R113,1.34,326,2021-09-12
TC2447,R498,7.25,193,2020-06-18
TC2448,R189,6.18,405,2022-08-18
TC2449,R401,9.13,136,2023-04-21
TC2450,R187,4.13,239,2020-05-31
TC2451,R206,5.8,70,2016/04/27
TC2452,R105,8.99,321,2016/01/04
TC2453,R355,9.07,358,2021-02-16
TC2454,R326,4.44,77,2020-06-23
TC2455,R304,5.2,169,2019-01-24
TC2456,R419,5.24,133,2022-01-05
TC2457,R297,6.79,314,2017-02-08
TC2458,R403,4.1,76,2019-08-20
TC2459,R126,6.71,484,2016/04/23
TC2460,R409,3.42,333,2023-03-14
TC2461,R169,9.37,433,2018-04-21
TC2462,R194,4.36,304,2021-12-28
TC2463,R312,8.71,191,2019-12-20
TC2464,R105,6.89,273,2016/04/02
TC2465,R250,5.46,443,2020-11-05
TC2466,R253,4.03,281,2019-05-13
TC2467,R317,6.3,402,2021-01-28
TC2468,R320,1.26,427,2017-10-16
TC2469,R355,1.41,107,2023-03-29
TC2470,R011,3.67,230,2019-06-02
TC2471,R030,1.82,316,2020-07-25
TC2472,R468,4.84,170,2019-10-27
TC2473,R448,2.44,401,2024-01-02
TC2474,R163,5.76,120,2017-02-10
TC2475,R200,7.26,157,2019-09-20
TC2476,R420,1.4,172,2024-02-21
TC2477,R241,2.13,493,2019-11-05
TC2478,R448,6.84,266,2023-05-23
TC2479,R294,4.03,484,2018-05-01
TC2480,R205,2.68,262,2018-03-24
TC2481,R059,8.68,248,2017-12-15
TC2482,R338,5.38,405,2020-01-02
TC2483,R328,9.54,242,2019-06-18
TC2484,R107,6.0,213,2024-06-15
TC2485,R412,7.79,382,2024-11-11
TC2486,R167,9.4,468,2018-04-14
TC2487,R022,8.33,483,2024-11-08
TC2488,R073,5.5,50,2016/08/03
TC2489,R483,3.72,107,2019-11-19
TC2490,R416,1.19,163,2023-03-14
TC2491,R409,5.19,462,2023-08-31
TC2492,R077,4.38,291,2016/11/28
TC2493,R056,4.93,303,2017-10-01
TC2494,R205,9.67,441,2021-01-16
TC2495,R053,2.23,111,2017-05-12
TC2496,R266,7.7,198,2019-06-12
TC2497,R456,7.07,443,2017-12-19
TC2498,R347,1.29,144,2023-11-22
TC2499,R337,1.76,119,2017-08-21
TC2500,R197,1.4,208,2023-07-10
TC2501,R363,6.98,57,2020-11-20
TC2502,R496,1.2,216,2020-02-05
TC2503,R239,3.27,243,2020-03-21
TC2504,R336,9.47,164,2020-07-06
TC2505,R030,4.89,61,2022-11-06
TC2506,R492,5.51,493,2016/11/29
TC2507,R276,2.19,77,2021-12-13
TC2508,R300,4.53,259,2023-11-27
TC2509,R435,2.58,204,2024-10-06
TC2510,R139,8.11,467,2016/09/02
TC2511,R357,3.6,330,2019-07-27
TC2512,R048,5.88,388,2019-01-18
TC2513,R227,9.18,343,2016/11/22
TC2514,R192,1.31,175,2019-07-31
TC2515,R322,7.4,483,2024-12-01
TC2516,R265,6.44,446,2020-11-29
TC2517,R160,6.66,131,2024-12-13
TC2518,R107,9.75,321,2016/04/03
TC2519,R269,3.01,214,2016/04/07
TC2520,R157,3.44,224,2020-08-31
TC2521,R072,2.44,472,2021-07-18
TC2522,R483,5.98,365,2022-10-23
TC2523,R386,3.42,488,2024-01-26
TC2524,R321,4.11,378,2020-11-21
TC2525,R147,8.47,173,2024-06-18
TC2526,R059,1.91,290,2024-02-06
TC2527,R152,3.68,432,2022-04-05
TC2528,R462,3.34,393,2022-09-09
TC2529,R375,5.87,186,2017-07-26
TC2530,R186,4.54,307,2023-03-18
TC2531,R395,3.98,435,2021-10-09
TC2532,R195,4.03,301,2019-09-02
TC2533,R134,6.14,275,2021-10-20
TC2534,R137,4.74,494,2016/03/02
TC2535,R104,9.73,243,2020-05-25
TC2536,R488,2.17,405,2024-05-22
TC2537,R235,4.39,314,2021-02-16
TC2538,R424,6.44,219,2016/08/07
TC2539,R481,3.6,428,2020-08-04
TC2540,R342,9.5,114,2024-05-14
TC2541,R390,7.55,182,2021-07-24
TC2542,R125,4.06,66,2022-05-19
TC2543,R500,4.38,307,2019-06-12
TC2544,R004,6.45,453,2019-04-29
TC2545,R011,9.98,378,2024-11-23
TC2546,R230,9.37,281,2018-06-02
TC2547,R420,2.6,204,2023-08-28
TC2548,R423,6.02,324,2023-06-13
TC2549,R363,8.05,192,2025-01-22
TC2550,R460,7.93,475,2020-01-22
TC2551,R152,4.15,473,2018-12-06
TC2552,R329,6.08,152,2016/12/09
TC2553,R267,7.26,127,2023-10-06
TC2554,R193,8.08,257,2017-07-01
TC2555,R153,6.28,145,2019-09-20
TC2556,R034,3.65,286,2018-09-23
TC2557,R484,3.64,216,2021-05-21
TC2558,R490,1.46,71,2018-07-13
TC2559,R442,6.65,230,2016/10/25
TC2560,R432,2.07,471,2022-05-10
TC2561,R423,3.2,339,2019-09-16
TC2562,R187,1.2,246,2019-03-18
TC2563,R016,1.83,164,2021-11-01
TC2564,R490,5.36,363,2016/07/08
TC2565,R285,2.09,87,2017-03-21
TC2566,R276,1.36,441,2020-10-06
TC2567,R494,5.62,251,2021-08-03
TC2568,R178,9.0,296,2023-02-13
TC2569,R003,5.81,69,2017-08-16
TC2570,R110,8.3,139,2017-12-19
TC2571,R477,9.78,339,2019-06-20
TC2572,R375,2.5,393,2022-06-23
TC2573,R018,3.77,80,2023-03-13
TC2574,R194,9.52,177,2023-05-12
TC2575,R076,5.75,495,2019-09-03
TC2576,R288,2.93,166,2017-03-28
TC2577,R468,9.79,419,2016/10/30
TC2578,R225,2.26,137,2019-03-22
TC2579,R012,7.69,267,2019-11-18
TC2580,R132,3.3,125,2016/01/05
TC2581,R209,7.12,155,2018-01-25
TC2582,R085,4.02,465,2020-11-10
TC2583,R349,8.66,374,2020-05-21
TC2584,R192,1.55,149,2021-02-07
TC2585,R054,9.8,143,2024-02-08
TC2586,R454,3.7,207,2020-08-12
TC2587,R210,4.43,340,2024-03-23
TC2588,R333,9.02,50,2018-10-24
TC2589,R290,3.28,124,2018-08-24
TC2590,R174,2.73,283,2018-09-14
TC2591,R008,4.39,76,2017-09-08
TC2592,R058,3.0,173,2020-05-22
TC2593,R445,6.0,417,2023-02-05
TC2594,R315,4.97,94,2016/12/01
TC2595,R274,1.94,59,2020-01-31
TC2596,R489,5.59,205,2018-08-06
TC2597,R122,8.4,392,2018-07-17
TC2598,R339,4.94,307,2020-02-06
TC2599,R318,8.07,218,2022-06-30
TC2600,R127,8.58,118,2024-06-07
TC2601,R015,1.09,289,2023-06-29
TC2602,R118,4.17,115,2021-03-13
TC2603,R148,7.64,201,2016/01/06
TC2604,R367,6.61,227,2022-08-26
TC2605,R137,2.86,334,2024-03-11
TC2606,R422,4.77,77,2023-06-25
TC2607,R103,5.69,166,2024-11-07
TC2608,R264,4.94,111,2019-10-26
TC2609,R407,5.09,97,2017-04-25
TC2610,R047,3.15,364,2023-01-09
TC2611,R140,4.91,223,2024-02-17
TC2612,R428,8.5,374,2022-09-10
TC2613,R190,4.92,403,2022-03-29
TC2614,R243,3.86,420,2020-12-16
TC2615,R136,1.2,195,2018-12-27
TC2616,R331,7.23,306,2019-03-01
TC2617,R224,6.19,192,2024-11-26
TC2618,R102,5.97,400,2020-02-03
TC2619,R115,1.82,56,2016/08/26
TC2620,R204,1.22,215,2021-12-22
TC2621,R008,4.5,189,2021-08-06
TC2622,R194,1.23,342,2023-07-11
TC2623,R110,7.53,373,2022-03-26
TC2624,R236,6.17,232,2021-09-28
TC2625,R017,6.88,456,2024-07-05
TC2626,R430,9.18,397,2022-01-03
TC2627,R280,1.84,333,2018-08-14
TC2628,R064,3.51,363,2022-03-08
TC2629,R176,7.17,102,2021-08-12
TC2630,R304,5.85,175,2019-03-12
TC2631,R377,8.54,163,2024-09-26
TC2632,R134,4.29,373,2021-03-31
TC2633,R241,7.29,254,2021-12-13
TC2634,R304,5.6,396,2021-08-16
TC2635,R053,2.72,406,2019-06-28
TC2636,R179,8.77,460,2016/02/14
TC2637,R324,1.73,282,2018-01-06
TC2638,R475,6.04,78,2022-04-08
TC2639,R401,5.48,71,2021-02-15
TC2640,R414,7.38,475,2016/02/03
TC2641,R138,8.19,308,2019-11-14
TC2642,R220,2.66,269,2020-09-30
TC2643,R137,8.25,452,2022-06-04
TC2644,R074,9.36,431,2017-07-26
TC2645,R058,4.68,423,2016/02/04
TC2646,R065,2.56,139,2021-12-27
TC2647,R059,4.01,214,2020-01-06
TC2648,R071,9.07,369,2019-11-13
TC2649,R252,6.08,189,2016/08/28
TC2650,R171,4.15,344,2020-04-19
TC2651,R082,5.17,266,2018-12-07
TC2652,R436,8.05,474,2019-01-25
TC2653,R393,4.27,469,2017-09-18
TC2654,R057,1.49,491,2022-09-16
TC2655,R221,6.05,404,2019-08-28
TC2656,R019,9.72,117,2017-12-29
TC2657,R266,1.2,420,2019-08-15
TC2658,R033,8.0,77,2016/01/12
TC2659,R075,8.74,269,2021-12-29
TC2660,R264,6.47,243,2019-12-22
TC2661,R335,2.44,367,2017-06-15
TC2662,R219,9.78,339,2024-07-03
TC2663,R090,6.02,422,2020-09-21
TC2664,R385,3.58,191,2016/07/27
TC2665,R198,1.39,189,2021-09-23
TC2666,R135,8.79,359,2024-08-11
TC2667,R327,6.83,325,2016/12/01
TC2668,R378,8.76,315,2020-11-04
TC2669,R149,8.98,164,2016/10/19
TC2670,R408,1.05,158,2019-11-13
TC2671,R041,1.12,303,2019-11-23
TC2672,R184,4.51,301,2022-03-22
TC2673,R157,8.49,370,2017-10-27
TC2674,R004,1.04,220,2023-03-12
TC2675,R463,9.38,459,2017-05-31
TC2676,R273,7.98,349,2021-12-14
TC2677,R007,1.35,200,2016/05/07
TC2678,R285,7.55,460,2018-09-03
TC2679,R106,2.45,85,2025-01-11
TC2680,R220,3.09,196,2021-08-16
TC2681,R238,7.31,104,2016/06/20
TC2682,R199,9.5,78,2016/11/18
TC2683,R291,2.81,311,2022-07-10
TC2684,R332,4.78,370,2020-11-08
TC2685,R058,7.19,487,2019-12-06
TC2686,R101,2.38,228,2016/12/13
TC2687,R145,7.02,219,2020-07-29
TC2688,R096,8.6,414,2019-05-28
TC2689,R119,6.52,145,2017-01-09
TC2690,R070,1.68,465,2021-06-08
TC2691,R082,4.44,371,2023-03-06
TC2692,R221,6.26,191,2020-11-16
TC2693,R389,4.97,218,2016/12/18
TC2694,R270,3.1,298,2017-04-01
TC2695,R084,1.02,102,2019-11-20
TC2696,R242,4.78,309,2018-06-19
TC2697,R284,9.31,215,2022-06-05
TC2698,R375,3.49,326,2022-11-07
TC2699,R340,6.61,157,2019-02-23
